,founded_year,org_uuid,category_list,category_groups_list,total_funding_usd,ultimate_outlier_success_250_mil_raise,interim_success_100_mil_founded_year_2019_or_above,recent_success_25_mil_raise_founded_year_2022_or_above,investor_uuids
36031,2023,030d7b03-d3f6-4717-9c03-18aa01c62194,"Artificial Intelligence (AI),Marketing,Marketing Automation,Sales,Sales Automation,Software","Artificial Intelligence (AI),Data and Analytics,Information Technology,Sales and Marketing,Science and Engineering,Software",12500000.0,0,0,0,"53377857-8995-2128-8f85-bfc8c4a2178e, 33ceb2e0-5687-44fa-8da2-b72464294ec5, f8dbe1b6-67a7-ee68-d1a8-4f0a3c14eb63, 34a9bb66-0984-8de0-e7fb-13e976b4a135, 488ba4ee-7e9b-9c4f-6550-493232dfcf58, 9dda8c60-3517-927f-0c15-4807e7bd6054"
36536,2023,6eb1f07a-e93b-438c-89f8-ff67a19e0b54,Venture Capital,"Financial Services,Lending and Investments",,0,0,0,5ce64378-cb2d-266f-5719-0cd08e9a0063
34766,2022,e7ac5153-2f47-48c1-af0d-7fe567a7eb24,"Bitcoin,Consumer Lending,Cryptocurrency,Decentralized Finance (DeFi),Lending,Web3","Blockchain and Cryptocurrency,Financial Services,Internet Services,Lending and Investments,Payments,Software",1500000.0,0,0,0,"503c3762-4349-4f51-8d84-583d9fbbbbab, b77dec60-40b6-6ae7-68d6-8286a75e8dfd"
36395,2023,20fd4bc2-2e1e-4557-bf15-a2b1448073c7,"Artificial Intelligence (AI),Software","Artificial Intelligence (AI),Data and Analytics,Science and Engineering,Software",4300000.0,0,0,0,1d25724a-bb3c-068b-4120-9e2be8ac1e96
35219,2023,469ba93b-05a2-4fd6-be2f-5976f9f0e619,"Cloud Computing,Construction","Internet Services,Real Estate,Software",18500000.0,0,0,0,cb8d0484-f733-1ff5-a4a8-c37bf8737ff3
35785,2023,cc47a78c-d827-46d6-b06b-c37443f54019,"Artificial Intelligence (AI),Blockchain,SaaS,Software","Artificial Intelligence (AI),Blockchain and Cryptocurrency,Data and Analytics,Other,Science and Engineering,Software",20000.0,0,0,0,3718597a-dd39-6661-3630-09cdd43bcac2
35008,2023,86bf0b15-8c01-404b-a497-def75f408eb2,Human Resources,Administrative Services,450000.0,0,0,0,"7191366c-50ab-37f8-89c2-0068f7bf637e, decefc1b-d82c-461b-a100-1f02a9b7e83c"
35674,2023,aa8cd6c3-84da-4d2b-afb5-33e6698c1392,"Generative AI,Messaging,Mobile,Personalization,SMS","Artificial Intelligence (AI),Commerce and Shopping,Information Technology,Internet Services,Messaging and Telecommunications,Mobile",500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
32264,2022,7d1e19b4-7842-4f32-ac99-36150ec3d2ae,Cryptocurrency,"Blockchain and Cryptocurrency,Financial Services,Payments,Software",3999996.0,0,0,0,"9c0cfe51-4799-42d0-b2e2-73bc85d789d6, 0202e2a3-6b6c-4d6b-c3db-a9a500f75c3d"
34349,2022,78645338-0eb1-4769-961b-2542dce36046,"Artificial Intelligence (AI),Information Technology,Software","Artificial Intelligence (AI),Data and Analytics,Information Technology,Science and Engineering,Software",,0,0,0,025b42c5-078c-cec6-dab8-af66becca83d
34294,2022,feb65f6f-61ba-4044-9ebd-f2d88ad4448b,"Analytics,Artificial Intelligence (AI),Big Data,Computer Vision,Enterprise Software,Geospatial,Machine Learning,Natural Language Processing,Software","Artificial Intelligence (AI),Data and Analytics,Hardware,Navigation and Mapping,Science and Engineering,Software",1123063.0,0,0,0,"170a0722-deee-3a8b-e071-0d2927dfcdc9, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
35371,2023,3c61dfcf-2601-422f-8588-9a6f67493918,"Commercial,Real Estate,Real Estate Investment","Financial Services,Other,Real Estate",,0,0,0,e4f01dbc-bc0d-4ddf-91df-2881b6eac62b
37018,2024,cbd6f170-90c3-418c-a512-3486ff05f477,"Information Technology,Software","Information Technology,Software",27500000.0,0,0,1,"72da3abc-2733-8a93-9f91-d8f684b09b0f, 4373a41c-f984-ce42-3a0a-68e41362d1da, 75d17a57-38e4-4fb4-85b6-8cc3a3b7efb7, 356bd44c-09ca-54fb-9a0f-f30167968a6f, 2d0a5bf0-e53e-9a07-2243-9bcd561421ec, fb748500-cbae-4608-b7a3-eacb233bc846, e475d948-4f65-4efa-b8a1-a3ca79684e9c, 620fbfec-73c7-45b0-be69-ca8c40a5554f"
36497,2023,f6dd83fe-c6a0-4a17-b2fb-11baef99f803,"Aerospace,Manufacturing,Mining Technology,Natural Resources,Robotics,Space Travel","Hardware,Manufacturing,Natural Resources,Science and Engineering,Software,Sustainability,Transportation",3600000.0,0,0,0,96712e17-5941-6c09-3124-176e08daa746
36584,2023,058923da-3328-48e1-9699-91c4b0dd97d0,"Digital Marketing,Gaming,Web Development","Gaming,Sales and Marketing,Software",1300000.0,0,0,0,"4727bf9a-a603-46b1-8d58-f9619e2595d3, b5cf92f5-3c92-4a5c-9970-659852313be5, 383ca5f8-8b99-96fb-fee5-99d9cf86b979, d560349a-4854-421a-8152-8325a484383b"
33482,2022,1d9626b9-64a1-48d1-97ae-ebae4dd612f1,"Advertising,Advertising Platforms,App Marketing,CivicTech,GovTech,Local Advertising,Loyalty Programs,Marketing,Smart Cities","Advertising,Government and Military,Information Technology,Real Estate,Sales and Marketing",120000.0,0,0,0,3718597a-dd39-6661-3630-09cdd43bcac2
34182,2022,ae3dfecc-0705-4098-b6d0-08b4fb06a84d,"Automotive,Electric Vehicle,Manufacturing","Manufacturing,Transportation",6800000.0,0,0,0,"7fb49a92-72d0-6154-f8d9-f29e3804ca77, f6b44cee-4bf4-6fbc-8010-8e63b1f89c31, 606a0692-c252-4aff-8882-2f65ae68e744, 5db1b699-8809-461c-befd-26b356b66c52, c021b3aa-e824-46c6-96f9-520a7e6eafb2, 7fdac48d-133e-69b8-34fc-90d1b98eb3dd"
34655,2022,cb346e58-a257-45c1-b104-621da1ce7519,"Artificial Intelligence (AI),Enterprise Applications,Information Technology","Apps,Artificial Intelligence (AI),Data and Analytics,Information Technology,Science and Engineering,Software",250000.0,0,0,0,"b4386e5f-53a6-fc77-ebd4-b6e0bef0aaef, 93c87ab7-7cee-5c54-9941-104693dbbdba"
33509,2022,5b1d6132-6ff1-4246-8b99-99dad42d1caa,"Artificial Intelligence (AI),Banking,Credit Cards,Debit Cards,FinTech","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Payments,Science and Engineering,Software",6690000.0,0,0,0,"00daca16-8311-454b-84e0-24a40d16be9c, a08f3560-13ac-e293-cc11-627794eb2d22, 8a1dee62-de42-f204-13fa-1d68d3413ca8, 296480bc-424c-44e6-9271-ff749a196f22, a4aba621-b4ec-d8d2-aa9f-8157a7cbf84a, 2c49697d-e62c-4399-8964-49580f2065a9, 9f34efb9-30d6-466d-877d-3ce47c52efe2"
33480,2022,6dcf15ef-abc1-4186-b2e6-0171da7cbc30,"Analytics,Information Technology,Intelligent Systems,Real Time,Software","Artificial Intelligence (AI),Data and Analytics,Information Technology,Other,Science and Engineering,Software",6090000.0,0,0,0,"98c022ed-7618-e03e-ff49-8ba92924d58d, ed3207b4-1b66-4812-81ac-d4058917c80c, 542614f1-378b-47ef-a9ab-03eefdbd98d0, af6da4a5-6a3d-4e82-b95d-1c6998ba632c"
34317,2022,dddd7f53-e15a-45ec-a1b9-23d818a812a3,"Artificial Intelligence (AI),Financial Services,Lending","Artificial Intelligence (AI),Data and Analytics,Financial Services,Science and Engineering,Software",500000.0,0,0,0,"c96f33d3-ac17-23cb-d6a6-ce49e5c67a29, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
34288,2022,6dad1ab3-2db0-44cf-90bc-3c42d9aa84ab,"Health Care,Medical,Primary and Urgent Care",Health Care,120000.0,0,0,0,3718597a-dd39-6661-3630-09cdd43bcac2
36207,2023,8c52c3dc-f3a7-4000-9ba0-c69781c3173a,"Artificial Intelligence (AI),Industrial Automation,Robotics","Artificial Intelligence (AI),Data and Analytics,Hardware,Manufacturing,Science and Engineering,Software",50000.0,0,0,0,eac1a4f1-8025-1bf5-2f22-e3415b59a6b0
33402,2022,5fcabe79-2b14-42e1-a17e-d157fc3bd464,"Construction,Home Improvement,Software","Real Estate,Software",21500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
35476,2023,b25f17f8-5f10-409c-96b8-2c7b3683d8a3,"Artificial Intelligence (AI),E-Commerce,Marketing Automation,Retail,Software","Artificial Intelligence (AI),Commerce and Shopping,Data and Analytics,Sales and Marketing,Science and Engineering,Software",1800000.0,0,0,0,"e21d800e-0b36-0917-dc1a-4fa240944ed6, 9aab55ed-611f-42e8-948d-31651a9a3b18, e5df58ba-b2f7-4821-aa32-ba83a8a9c3e0, 74923f02-0025-fb5e-bea5-bf308ccc3f67, c710fccc-3c3c-5916-7b29-7f5986b69c3c, d00bab37-de2d-404e-90ac-829b89393033, a78b1345-702e-aad3-3b0c-f8dad561639e, 5d3f8a14-415f-4ca7-a58c-b5e75aff3bed"
35576,2023,921ecdea-97e1-4bf1-b62b-155a241dcb35,"Bitcoin,Blockchain,Cryptocurrency","Blockchain and Cryptocurrency,Financial Services,Other,Payments,Software",7500000.0,0,0,0,"9f5f255f-359a-4399-82eb-2981ea67c361, c31123cb-d6fb-4f10-93a0-3e44ec500799, 96464b05-8b94-4b8c-b24b-a3a893b5a811, 8388d610-6ae8-416c-ad0a-4eadcd2b154d, 13dc7a30-cafc-48bf-93dd-87badde8daa9, 46dc594f-7dc0-4988-805f-155e8b686a12, bceb5238-74d3-4577-b158-4df63b571fb3, efd513e9-c18c-4e04-b0fd-f9f1227c999c"
34990,2023,1e97a583-46ec-4075-9b38-fd0fe466a697,Software,Software,2600000.0,0,0,0,"3c07c715-b259-30e3-9998-0ca0770f8cb9, aace5f74-cc72-4f12-9138-4db2a36a4f5b, 0961f8a3-0808-4de0-baad-ebbb7e1a5725"
34008,2022,df80ace4-a2af-4d5e-81b3-80287eaead2b,"Blockchain,Cryptocurrency,Metaverse","Blockchain and Cryptocurrency,Financial Services,Media and Entertainment,Other,Payments,Software",100000.0,0,0,0,9386e62e-e1e1-be03-492a-0e3660e66120
35225,2023,66bb5add-841d-4307-a397-367766988ff8,Blockchain,"Blockchain and Cryptocurrency,Other",3700000.0,0,0,0,"cbf72215-6a1c-f4ef-e17f-0a958eca3dac, 25e24ee3-7663-4112-b521-3b7dbd922741, 9183d3fb-c801-bc11-1594-04850e47cf60, ada8384e-763c-4f68-853e-de2c867d6458, 966cd4b3-5d24-42d6-8313-2b3402bbdecd, 7316caff-465d-f5da-f881-6bae7f0812b8, 9d2fdd44-8a7b-02fb-9b3b-f6fc3a387f28, 4585950e-66bf-4a31-82b4-4e5fe00e334c, 5a0e312d-6355-477b-279a-93716ba50a85"
32522,2022,f693fc31-2f0f-4eed-aaa6-44395d921192,"Blockchain,FinTech,Payments,Service Industry","Blockchain and Cryptocurrency,Financial Services,Other,Payments",10000000.0,0,0,0,d5f94ef3-eed1-f673-bea4-be73afcd5fee
32367,2022,dd99d2c5-ac07-41ba-aebe-c55af7ecbd9c,Health Care,Health Care,69000.0,0,0,0,d17b0e23-b323-4c33-24c3-657aa92283b5
33224,2022,08d66fc4-9321-4f4b-9d0f-fbb3cad94125,"CRM,Cryptocurrency,Marketing Automation,Web3","Blockchain and Cryptocurrency,Financial Services,Information Technology,Internet Services,Payments,Sales and Marketing,Software",,0,0,0,f187a10f-cf31-4aa9-8cb1-1ee018e8f96f
34146,2022,8bc16d88-b692-4dc1-9ba3-dea875d012b8,"Bitcoin,Cryptocurrency,Service Industry","Blockchain and Cryptocurrency,Financial Services,Other,Payments,Software",3000000.0,0,0,0,"30315f2b-4e56-4dbd-b908-e24b23702170, 45723702-86f3-4092-b0ff-21feda302b1b, 307f33eb-17d5-811f-f8d2-9bd69a4d6da0, a220e478-c285-4744-a62d-156f50d3e2b0, 6b12d6f0-78ac-42e2-83ea-de73e06cf403, efd513e9-c18c-4e04-b0fd-f9f1227c999c"
36604,2023,322b0470-5e7d-496c-8616-c49d44d359a2,"Internet,Mobile Payments,Payments","Financial Services,Internet Services,Mobile,Payments,Software",100000.0,0,0,0,f51eb231-98ae-b443-e93b-aad5d22dd721
36188,2023,913290fc-6d18-41a0-b4cb-ad9243fe79a9,"Charging Infrastructure,Robotics,Wireless","Hardware,Mobile,Science and Engineering,Software,Transportation",250000.0,0,0,0,00daca16-8311-454b-84e0-24a40d16be9c
32914,2022,bbca58b6-e01e-4040-baa8-eaa46a90da7e,"Electronics,Manufacturing,Wearables","Consumer Electronics,Hardware,Manufacturing",5200000.0,0,0,0,"ea2b869f-3f31-4885-8964-ecd60a2c5077, 2a1dfac6-e41b-44b3-ad96-c631450d4605, dd6cb76c-8695-441f-a267-9250d96a67fa, 6638a948-d1bf-6605-0d16-18c733cf2b3d"
34333,2022,db30bf70-15a6-4438-ad27-463bef22ecad,"Health Care,Health Diagnostics,Mobile Apps,SaaS","Apps,Health Care,Mobile,Software",500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
32814,2022,209cb600-fa2f-40a2-8b8f-275a88bf5da2,"Apps,Blockchain,Information Technology,Web Development,Web3","Apps,Blockchain and Cryptocurrency,Information Technology,Internet Services,Other,Software",13900000.0,0,0,0,"5dee05ac-c62f-46c0-80d4-0ab76ca2e82f, 16496cb3-1c18-98f1-0eff-3819930827a8, 8c2904bd-f9a1-0f41-87db-16fae614ad2d, 67068358-9546-4247-85e9-eeb17e512b2d, 1edff2c5-725f-44d5-abcc-f8ac10b01250, 87b16fdf-a1c8-4ec0-ae9c-323b64cfa70d, a4af56b9-4f9c-4f0e-ae9e-4d1dffe72d44, 38e872c6-1718-50e1-6150-a12038568992, a42bff09-2bf2-545f-fe94-8123bfd6b2ba"
32381,2022,a0a8554d-471b-4a8b-bcdb-33763c06b598,"SaaS,Software",Software,1300000.0,0,0,0,"eef64fe6-56b0-4ed1-89a5-e09208c81305, 0df3165a-34f3-4452-9a81-47ffd48bc65f, df005cc1-a232-a7cd-51e8-70efcbe56e8d"
33729,2022,548176e7-c94c-4e30-a1fb-4d11ac19f27d,"B2B,CRM,Customer Service,Software,Technical Support","Information Technology,Other,Professional Services,Sales and Marketing,Software",20325000.0,0,0,0,"2842bb7e-7fca-4c59-bad5-b149c01c58f1, 56fc7128-45f5-40f1-8316-3b60ac82a515, 34a9bb66-0984-8de0-e7fb-13e976b4a135, 6399f4f9-7053-41cd-abb1-1c461108692a, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
35621,2023,8625410f-ddbd-43c3-8bd6-1a90805fadc3,"Developer Platform,Software",Software,2500000.0,0,0,0,"0f4d334c-cd37-4cb7-f7d5-a37d5ccaac68, f4bca96f-0660-af71-3410-d9e125141a89, d0a6043b-7164-af60-1063-e3314c6d9d95"
34247,2022,4e8790cf-4ba4-431d-bc51-04a8b62dfadc,"Apps,Financial Services,Payments","Apps,Financial Services,Payments,Software",200000.0,0,0,0,00daca16-8311-454b-84e0-24a40d16be9c
33982,2022,88d092a2-6b50-48b0-842b-1bcbea972e01,"Artificial Intelligence (AI),Health Care,Home Health Care,mHealth,Women's","Artificial Intelligence (AI),Community and Lifestyle,Data and Analytics,Health Care,Mobile,Science and Engineering,Software",50000.0,0,0,0,ed2d47da-9898-f7ab-678b-da6de6a497e4
32859,2022,efb844e0-bd99-4630-b25a-e852f888bddd,"Analytics,Artificial Intelligence (AI),Enterprise Resource Planning (ERP),Messaging","Artificial Intelligence (AI),Data and Analytics,Information Technology,Internet Services,Messaging and Telecommunications,Science and Engineering,Software",290000.0,0,0,0,3718597a-dd39-6661-3630-09cdd43bcac2
37036,2024,7ac4725b-7d11-441a-be1e-a6edf8e50d63,"Artificial Intelligence (AI),Machine Learning,Software","Artificial Intelligence (AI),Data and Analytics,Science and Engineering,Software",500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
34213,2022,f0a8fab7-2149-41a3-9ca5-dfda15b45301,"Renewable Energy,Service Industry","Energy,Other,Sustainability",11200000.0,0,0,0,"d4e4d57f-ce0f-4387-b0f4-d8b0eae6fff6, fc990838-e564-47ff-92f4-df1ab863740b, ebef92fa-c852-dd62-1027-9ac044521e35, d1e89b4e-3fb1-4d11-afee-201058921d01"
36409,2023,e81f5bb0-4343-42ff-ac27-f11f8d0a4c71,"Artificial Intelligence (AI),Information Technology,Software","Artificial Intelligence (AI),Data and Analytics,Information Technology,Science and Engineering,Software",500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
34898,2023,0756d1ec-e6b1-4d2a-a9f5-70c239c098b0,"Artificial Intelligence (AI),Asset Management,Digital Marketing,Information Technology","Artificial Intelligence (AI),Data and Analytics,Financial Services,Information Technology,Sales and Marketing,Science and Engineering,Software",2350000.0,0,0,0,"7b49e806-348f-49e0-af49-ec25599d4ea1, a8531905-dbad-43d5-abd6-ff1647bb2ed7, ea570385-a664-4305-94ba-77be8e5d8d78, df15e66d-89b5-44b3-9818-01f2f521e705, a4af67c4-04ae-4c38-a9fe-d8a4c46ad2c9, 26d49a23-0d9d-4a20-6fb8-42580ee98052, 0e325be9-264d-4b74-8284-c08fe36e0274"
36874,2024,6c17649f-be77-4ae3-8fb2-284b8120c9ab,"B2B,Information Technology,SaaS,Software Engineering","Information Technology,Other,Science and Engineering,Software",500000.0,0,0,0,"9d11d829-645f-4ebe-bbd1-e84d1a0ddaf0, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
33613,2022,7f8f5873-a8ff-4120-b627-b3ac5c0e7776,"EdTech,Education,Information Technology,Software","Education,Information Technology,Software",865500.0,0,0,0,"8a9a8a9b-879b-6da9-4269-d3366371e141, 8a1dee62-de42-f204-13fa-1d68d3413ca8, 846a80f8-a206-5aeb-8c0b-10bbd01bf197, 3cca0782-95fc-8c1c-34e5-01cc4e343ada, ff08e9d3-1690-4569-a829-ab5401a6c27c"
33825,2022,99814883-65c1-47a2-a8bf-27e856def3f8,"E-Commerce,Logistics,Retail","Commerce and Shopping,Transportation",,0,0,0,4cecfbfe-af23-caac-f464-452a60a810c2
34932,2023,2750a0e1-88f3-4837-83b2-825c7bc64579,"Artificial Intelligence (AI),Content,Video","Artificial Intelligence (AI),Data and Analytics,Media and Entertainment,Science and Engineering,Software,Video",,0,0,0,"33ceb2e0-5687-44fa-8da2-b72464294ec5, 8426c4a7-1fff-c3d8-9af4-e673a788212d, 902deab4-ec41-68ce-d9df-c0c959578176"
34162,2022,617ec71b-65ba-4f9f-a034-8988b19260ef,"Banking,Financial Services","Financial Services,Lending and Investments",1440000.0,0,0,0,"e8487396-f60c-25f1-2bb5-bfcb4e0f4b66, 2bec5570-bbb0-4129-afe0-f088cc12e643, d1d99045-82be-fec2-f3c2-0fdddab72cfb, 947f5af0-1a7f-e6a9-5e60-e109ce843c11, 2866bdf9-fc60-79ed-e5f1-425f56c7ecca, 3718597a-dd39-6661-3630-09cdd43bcac2"
32538,2022,99de338c-7ade-484a-a6da-054d9c60f7c0,"Organic,Personal Health,Wellness","Health Care,Sustainability",20000.0,0,0,0,34f24c65-83ad-4910-9d13-207eadef3ec5
32518,2022,dda5b507-692a-4dc3-b50b-e51dffd64707,"Aerospace,Government,Manufacturing,Military,National Security","Government and Military,Information Technology,Manufacturing,Science and Engineering",19614995.0,0,0,0,"ce91bad7-b6d8-e56e-0f45-4763c6c5ca29, 06c87a00-68d5-3943-ec8c-de0d19ea5bd7, 52ef9c99-043b-4db6-ba6e-a39f835b482b, 3ad5f8b4-9cc7-43c6-8da4-23741025102f, ecec6c18-c0e1-7d27-d88d-d79b26cfde54, 17c27d5c-597e-5ee6-13df-6e834e83ee56, e414e5fa-6382-889d-ca57-8c3cdaca9288, 5a3c0d33-4ba1-404a-b00e-afba28b26ce1"
36844,2024,c5d4d4fb-dfda-4366-8499-9043b8ae505a,"Information Technology,Software,Test and Measurement","Data and Analytics,Information Technology,Software",500000.0,0,0,0,"70f22ea5-2b5a-4640-8486-28b143a8c936, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
34319,2022,6cf3a264-fe9a-411f-a65b-070a8fd2f0bd,"Cloud Computing,Infrastructure","Internet Services,Other,Software",27200000.0,0,0,1,"57484c0b-1cf1-46cb-8c32-5d44efe43b5b, ae6c664c-4dd9-40b0-bd6f-2d13693deed4, 902deab4-ec41-68ce-d9df-c0c959578176"
33789,2022,224cb5b5-a0ac-4ef7-90a1-0cf8206699fe,Shopping,Commerce and Shopping,120000.0,0,0,0,3718597a-dd39-6661-3630-09cdd43bcac2
36942,2024,660ad03f-c1fb-42bd-8d39-dcca245e82ce,"3D Technology,Artificial Intelligence (AI),Generative AI,Information Technology","Artificial Intelligence (AI),Data and Analytics,Hardware,Information Technology,Science and Engineering,Software",230000000.0,0,1,1,"ce91bad7-b6d8-e56e-0f45-4763c6c5ca29, a20d01eb-d73f-4c18-8042-49a17e9df115"
36149,2023,6f8d4636-c347-495d-96ee-8c1850fb79a2,"Enterprise Software,Information Technology,Open Source,SaaS,Software","Information Technology,Software",5000000.0,0,0,0,"8fe9c3ab-ffe8-f027-b152-a5eb2d974c64, 5ce64378-cb2d-266f-5719-0cd08e9a0063, e1a5f76b-b125-8ea5-61ec-64955bdbe6e8, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
36389,2023,bd19ea04-7eaa-41dc-b24b-8621a9a9f19c,"Artificial Intelligence (AI),Video,Video Editing","Artificial Intelligence (AI),Content and Publishing,Data and Analytics,Media and Entertainment,Science and Engineering,Software,Video",500000.0,0,0,0,"c96f33d3-ac17-23cb-d6a6-ce49e5c67a29, 9d11d829-645f-4ebe-bbd1-e84d1a0ddaf0, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
32355,2022,81273d57-6528-4b63-8da7-3c0f511d3925,"Cryptocurrency,eSports","Blockchain and Cryptocurrency,Financial Services,Payments,Software,Sports",100000.0,0,0,0,017db64d-994a-5b33-94a1-3b39d9e4e27a
34362,2022,ebae9a31-07c8-4cfa-a71b-91567b8eaf0c,"Artificial Intelligence (AI),Generative AI","Artificial Intelligence (AI),Data and Analytics,Science and Engineering,Software",,0,0,0,181f2e43-0679-48aa-b577-6c657991fa5a
35329,2023,82f1af6c-2c57-4c2e-87b8-bf247487a40b,"Cryptocurrency,Decentralized Finance (DeFi)","Blockchain and Cryptocurrency,Financial Services,Payments,Software",20200000.0,0,0,0,"f23ebf4c-247a-4e9b-bd27-bcf885401848, 8b52e412-7d11-4b4d-ae49-3811f29fb05e, 58102eb5-666b-45db-b291-64f1b9be75a7, 009cc6c6-3b63-4042-a943-58174b983b46, 590523a1-ab48-4cef-806e-7e62319b1201, e09bf5e3-06be-4dd9-ad1e-5b7e1a821931, 2a58cc90-f050-4788-b7fd-9ba6f260802d, df8a6281-a264-4377-823a-ff3a8e5838be, 5b52e69c-3fb1-4626-a355-f8402db8e738, 68e181a5-29e7-4351-b306-3f4de252b434, 29715599-a745-4199-abb6-bbd2e8387894, 27511dd4-f1b4-488c-86ce-f7a15dd6fec3, f8527641-abd1-4253-828e-e0d659b627b9, 68492c23-5d3c-4b0c-a18a-7188723e8e51, 63d87b66-09d5-4ec0-af3c-0297ca03cb25, 2d2c42a5-17d1-41cd-a5b5-99249065e9fd"
36715,2023,fa1965be-d0b9-474a-9bf3-6f698a232739,"E-Learning,EdTech,Education,SaaS","Education,Software",43332.0,0,0,0,"dcb71793-4b0a-40d9-baf8-c842895015cf, 02add521-4ddb-48cc-8c56-9703b2e3b7dd"
33983,2022,f2581636-c575-41e6-bf01-8cec228e39c9,"Blockchain,Financial Services,Insurance","Blockchain and Cryptocurrency,Financial Services,Other",1650000.0,0,0,0,"bfd95bc8-d886-447b-a708-84ede8bdff5b, c5eaf51b-86bf-4de3-ba68-7eb8edfc6642, de89599a-cf1a-4a72-b2bb-a8efbdac5343, a2afba9e-c6bb-4c8d-b073-337f5a8eae76, d2d67f55-77b7-485a-8f84-447d14373d29, d9335974-6844-4994-831d-43856b1018e9, 49506be1-75b5-44d5-b967-8c33aa93feb5, 9e633a66-3157-450e-93bd-52c079504b9f, cda7ea50-df79-46ab-f4d1-aa95fc10b6b6, 30aef8e6-c214-fa2f-edb7-5f810ed283bf"
36959,2024,5ca80187-190c-417f-9dda-7bf83cc89b4c,"Artificial Intelligence (AI),Cloud Computing,Data Center,Information Technology,Software","Artificial Intelligence (AI),Data and Analytics,Hardware,Information Technology,Internet Services,Science and Engineering,Software",500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
32943,2022,c7a3014a-83bb-4f17-9e5a-1922c00772b8,"Internet,Real Estate,Software","Internet Services,Real Estate,Software",12750000.0,0,0,0,"16496cb3-1c18-98f1-0eff-3819930827a8, ad02a619-4e2b-4b25-a831-973142649079, 6f618ed3-037d-427b-9d85-deca827d6dfb, a4af56b9-4f9c-4f0e-ae9e-4d1dffe72d44"
35050,2023,d269c21b-0725-49c2-9c0a-feabb6a70681,"Artificial Intelligence (AI),Software,Veterinary","Artificial Intelligence (AI),Data and Analytics,Health Care,Science and Engineering,Software",500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
32134,2022,641b3aa9-faf9-4c5a-8faf-53e2ebb78fc4,"Apps,Mobile Apps,SaaS","Apps,Mobile,Software",,0,0,0,cf8659ee-755e-40a0-8462-f6767d9c473c
34106,2022,c4ece68f-5625-47c8-96d7-ef242d9ff544,"Cyber Security,Software,Supply Chain Management","Information Technology,Privacy and Security,Software,Transportation",6000000.0,0,0,0,"9da42114-b627-6926-f3b7-fd07e23fc337, 043d9e52-dcc0-0dd8-6074-206e42e20e13, 2ab55bb4-e2e1-8d0f-7ef0-f23cce98d828, e099f110-e9bf-46b6-9686-00e3bcaff94f, d69d269a-889f-4518-b549-be737de01e92, ead45092-f6d8-f3dd-6105-06b885d662ea, 19572907-82bb-43a1-bcba-0bfb5a0fb6c4, 1368b8f1-a1f6-4dc0-92bc-e1bafaf333d5"
33998,2022,a1b6ab06-c948-475d-8eee-2ab21965e650,"E-Commerce,SaaS,Secondhand Goods","Commerce and Shopping,Software",1195000.0,0,0,0,"d7726d53-a989-310b-5033-52d48e7822b6, bb902061-1366-30d9-5ba2-566f5edf065c, 95489443-9e4a-4f8c-9620-b6e34a8969e2, 3de0cfef-b3e4-3b48-7a5e-ebb0bfd09f3c"
32387,2022,175f8d03-965a-4766-8d2e-991a5e5fbbfb,"Chatbot,E-Learning,Information Services","Education,Information Technology,Software",5500000.0,0,0,0,"2e7c6971-ea49-4fef-930f-7e026d6000f7, a390eb90-dd57-45b7-9aca-dd34c94cb849, 55c39380-b9f5-2b46-6e1f-746c08b9e8a4"
36732,2023,545332fb-a5ce-4354-8afc-094db4166d0e,"Information Technology,Software,Web Development","Information Technology,Software",500000.0,0,0,0,73633ee4-ea65-2967-6c5d-9b5fec7d2d5e
36860,2024,14f054db-3e2a-4a16-b6eb-0c5a0bb0f3b6,"Artificial Intelligence (AI),CRM,Sales Enablement","Artificial Intelligence (AI),Data and Analytics,Information Technology,Sales and Marketing,Science and Engineering,Software",500000.0,0,0,0,"9d11d829-645f-4ebe-bbd1-e84d1a0ddaf0, 73633ee4-ea65-2967-6c5d-9b5fec7d2d5e"
33736,2022,c05738c5-4265-4ab6-bbb6-0c87aef987a0,"Analytics,Business Intelligence,Data Visualization","Data and Analytics,Design,Information Technology,Software",750000.0,0,0,0,8b1d5cbd-a000-44f6-ac92-36352957c27a
